aX,aY,aZ,gX,gY,gZ
0.569,0.041,0.436,0.512,0.478,0.489
0.575,0,0.366,0.518,0.488,0.448
0.588,0,0.336,0.511,0.507,0.395
0.619,0.06,0.359,0.493,0.528,0.339
0.706,0.249,0.412,0.482,0.546,0.294
0.789,0.414,0.474,0.483,0.559,0.263
0.863,0.675,0.503,0.489,0.564,0.241
0.82,0.97,0.539,0.497,0.563,0.231
0.642,1,0.608,0.506,0.557,0.249
0.415,1,0.695,0.514,0.548,0.303
0.329,1,0.748,0.517,0.539,0.391
0.422,0.991,0.767,0.509,0.531,0.48
0.475,0.762,0.766,0.493,0.517,0.529
0.443,0.629,0.743,0.481,0.503,0.534
0.39,0.615,0.689,0.479,0.491,0.517
0.346,0.652,0.639,0.484,0.486,0.502
0.328,0.676,0.603,0.494,0.488,0.496
0.331,0.659,0.585,0.505,0.494,0.496
0.358,0.625,0.591,0.511,0.5,0.499
0.389,0.598,0.602,0.51,0.501,0.503
0.403,0.59,0.603,0.506,0.498,0.505
0.405,0.591,0.59,0.501,0.492,0.507
0.398,0.587,0.568,0.498,0.487,0.51
0.394,0.575,0.547,0.496,0.484,0.511
0.393,0.564,0.538,0.495,0.485,0.512
0.396,0.554,0.536,0.495,0.486,0.512
0.4,0.544,0.534,0.496,0.487,0.511
0.402,0.538,0.532,0.496,0.488,0.51
0.402,0.538,0.531,0.497,0.489,0.508
0.405,0.546,0.532,0.497,0.491,0.506

0.517,0.067,0.463,0.491,0.496,0.47
0.525,0.036,0.459,0.489,0.504,0.427
0.558,0.076,0.45,0.488,0.513,0.379
0.607,0.188,0.45,0.486,0.522,0.333
0.667,0.361,0.465,0.486,0.533,0.293
0.74,0.569,0.494,0.49,0.543,0.267
0.771,0.829,0.529,0.503,0.55,0.253
0.679,1,0.578,0.526,0.552,0.253
0.521,1,0.626,0.555,0.55,0.275
0.401,1,0.644,0.574,0.543,0.327
0.371,0.977,0.625,0.563,0.531,0.407
0.429,0.788,0.619,0.516,0.519,0.486
0.465,0.745,0.654,0.462,0.507,0.531
0.44,0.768,0.684,0.438,0.496,0.539
0.401,0.752,0.665,0.451,0.49,0.528
0.373,0.696,0.615,0.482,0.491,0.513
0.356,0.64,0.573,0.508,0.498,0.5
0.367,0.618,0.568,0.52,0.505,0.493
0.393,0.622,0.597,0.519,0.51,0.493
0.417,0.628,0.614,0.511,0.507,0.498
0.42,0.631,0.601,0.503,0.498,0.506
0.411,0.624,0.572,0.498,0.49,0.512
0.406,0.604,0.544,0.496,0.487,0.516
0.404,0.58,0.53,0.496,0.487,0.517
0.407,0.56,0.526,0.496,0.49,0.516
0.411,0.549,0.527,0.497,0.492,0.514
0.414,0.54,0.525,0.498,0.493,0.512
0.414,0.536,0.522,0.499,0.494,0.509
0.414,0.537,0.522,0.499,0.495,0.507
0.419,0.545,0.526,0.498,0.497,0.505

0.508,0.041,0.407,0.483,0.492,0.46
0.512,0.031,0.401,0.489,0.508,0.41
0.553,0.096,0.4,0.493,0.525,0.357
0.628,0.229,0.415,0.494,0.543,0.311
0.712,0.424,0.458,0.494,0.558,0.274
0.787,0.651,0.497,0.499,0.568,0.25
0.802,0.809,0.547,0.513,0.573,0.241
0.766,1,0.63,0.524,0.574,0.249
0.61,1,0.725,0.532,0.563,0.277
0.432,1,0.757,0.537,0.54,0.34
0.396,1,0.707,0.521,0.515,0.427
0.432,0.9,0.647,0.491,0.498,0.502
0.437,0.767,0.628,0.468,0.493,0.535
0.411,0.717,0.636,0.463,0.494,0.532
0.4,0.683,0.636,0.478,0.497,0.516
