aX,aY,aZ,gX,gY,gZ
0.403,0.635,0.431,0.375,0.448,0.525
0.405,0.617,0.43,0.387,0.453,0.526
0.409,0.602,0.428,0.397,0.457,0.525
0.406,0.587,0.424,0.405,0.46,0.525
0.399,0.574,0.42,0.409,0.463,0.523
0.396,0.564,0.414,0.412,0.467,0.522
0.4,0.561,0.407,0.413,0.471,0.52
0.4,0.561,0.404,0.413,0.475,0.519
0.401,0.565,0.403,0.414,0.479,0.517
0.402,0.568,0.408,0.416,0.484,0.516
0.406,0.567,0.412,0.419,0.488,0.516
0.424,0.553,0.414,0.422,0.489,0.517
0.432,0.535,0.418,0.423,0.488,0.52
0.425,0.524,0.415,0.422,0.484,0.521
0.425,0.518,0.409,0.421,0.482,0.52
0.429,0.517,0.399,0.421,0.481,0.518
0.426,0.512,0.391,0.423,0.48,0.517
0.418,0.508,0.39,0.429,0.479,0.515
0.413,0.496,0.391,0.434,0.477,0.515
0.411,0.481,0.393,0.435,0.477,0.517
0.41,0.464,0.398,0.43,0.478,0.52
0.417,0.453,0.396,0.42,0.479,0.524
0.426,0.454,0.392,0.41,0.481,0.529
0.435,0.468,0.391,0.403,0.48,0.533
0.447,0.486,0.392,0.402,0.479,0.534
0.455,0.497,0.401,0.41,0.478,0.53
0.455,0.489,0.411,0.423,0.478,0.524
0.451,0.472,0.41,0.434,0.477,0.519
0.45,0.463,0.399,0.439,0.475,0.519
0.445,0.452,0.387,0.44,0.472,0.522

0.323,0.693,0.532,0.507,0.512,0.465
0.362,0.65,0.561,0.508,0.515,0.47
0.382,0.628,0.58,0.503,0.509,0.476
0.374,0.628,0.578,0.494,0.497,0.48
0.348,0.645,0.56,0.485,0.484,0.484
0.319,0.672,0.54,0.479,0.476,0.486
0.292,0.695,0.524,0.479,0.474,0.486
0.278,0.703,0.512,0.483,0.476,0.488
0.282,0.7,0.506,0.489,0.482,0.489
0.293,0.685,0.504,0.495,0.488,0.491
0.309,0.661,0.503,0.5,0.492,0.493
0.329,0.634,0.501,0.502,0.495,0.496
0.345,0.611,0.499,0.502,0.496,0.499
0.354,0.597,0.497,0.5,0.495,0.5
0.357,0.592,0.495,0.497,0.495,0.502
0.357,0.597,0.495,0.494,0.495,0.502
0.36,0.603,0.496,0.493,0.498,0.502
0.365,0.604,0.496,0.495,0.501,0.502
0.369,0.601,0.498,0.498,0.504,0.501
0.379,0.595,0.502,0.501,0.508,0.5
0.39,0.588,0.509,0.503,0.511,0.5
0.402,0.582,0.515,0.503,0.513,0.499
0.409,0.579,0.522,0.502,0.512,0.5
0.413,0.581,0.527,0.501,0.51,0.5
0.414,0.584,0.529,0.499,0.507,0.501
0.413,0.585,0.529,0.498,0.505,0.502
0.41,0.585,0.527,0.498,0.503,0.503
0.408,0.583,0.524,0.498,0.501,0.503
0.407,0.58,0.521,0.498,0.5,0.503
0.407,0.58,0.519,0.499,0.5,0.503

0.66,0.611,0.578,0.504,0.348,0.46
0.658,0.627,0.525,0.506,0.332,0.461
0.643,0.636,0.474,0.516,0.324,0.462
0.633,0.623,0.436,0.521,0.322,0.464
