aX,aY,aZ,gX,gY,gZ
0.488,0.679,0.571,0.602,0.498,0.595
0.513,0.667,0.533,0.536,0.506,0.556
0.521,0.633,0.51,0.485,0.514,0.518

0.477,0.024,0.525,0.481,0.501,0.561
0.438,0,0.515,0.48,0.501,0.588
0.377,0,0.511,0.471,0.5,0.621
0.327,0.039,0.514,0.459,0.5,0.653
0.265,0.121,0.519,0.447,0.502,0.68
0.212,0.212,0.523,0.441,0.507,0.7
0.167,0.299,0.526,0.44,0.516,0.712
0.159,0.427,0.52,0.441,0.529,0.716
0.205,0.647,0.493,0.449,0.541,0.712
0.269,0.855,0.47,0.48,0.549,0.699
0.411,0.932,0.455,0.537,0.547,0.683
0.51,0.87,0.468,0.583,0.539,0.662
0.47,0.802,0.496,0.606,0.529,0.636
0.481,0.679,0.526,0.595,0.522,0.604
0.513,0.661,0.517,0.554,0.521,0.571

0.478,0,0.476,0.494,0.491,0.592
0.402,0,0.463,0.479,0.487,0.62
0.325,0.01,0.473,0.461,0.483,0.647
0.276,0.064,0.489,0.447,0.482,0.671
0.224,0.151,0.512,0.436,0.486,0.691
0.174,0.248,0.54,0.434,0.497,0.706
0.155,0.361,0.556,0.437,0.513,0.715
0.159,0.537,0.557,0.447,0.531,0.72
0.166,0.726,0.521,0.467,0.548,0.717
0.262,0.817,0.494,0.497,0.559,0.708
0.355,0.889,0.465,0.523,0.562,0.691
0.42,0.906,0.468,0.556,0.558,0.666
0.474,0.832,0.475,0.588,0.548,0.634
0.476,0.708,0.489,0.589,0.537,0.602
0.487,0.679,0.469,0.551,0.53,0.57

0.465,0.128,0.524,0.501,0.485,0.576
0.443,0.027,0.529,0.505,0.486,0.599
0.387,0.009,0.52,0.497,0.488,0.625
0.316,0.024,0.499,0.477,0.49,0.65
0.253,0.08,0.479,0.453,0.493,0.672
0.227,0.173,0.482,0.435,0.496,0.692
0.189,0.269,0.485,0.427,0.502,0.707
0.15,0.377,0.491,0.427,0.512,0.715
0.154,0.49,0.478,0.431,0.525,0.716
0.189,0.621,0.463,0.444,0.538,0.711
0.243,0.847,0.438,0.469,0.549,0.701
0.438,0.945,0.454,0.521,0.552,0.688
0.473,0.979,0.477,0.583,0.543,0.67
0.458,0.811,0.504,0.629,0.527,0.643
0.485,0.67,0.537,0.623,0.517,0.607

0.455,0,0.484,0.477,0.5,0.591
0.406,0,0.487,0.468,0.497,0.622
0.357,0.042,0.494,0.459,0.495,0.651
0.298,0.108,0.5,0.451,0.496,0.675
0.251,0.179,0.506,0.446,0.5,0.693
0.205,0.266,0.511,0.443,0.508,0.705
0.202,0.396,0.513,0.44,0.519,0.709
0.211,0.603,0.488,0.445,0.532,0.707
0.275,0.817,0.486,0.467,0.542,0.7
0.424,0.848,0.476,0.516,0.543,0.687
0.512,0.876,0.46,0.557,0.536,0.668
0.474,0.777,0.49,0.582,0.524,0.643
0.475,0.693,0.512,0.571,0.514,0.611
0.515,0.708,0.499,0.527,0.513,0.577
0.516,0.716,0.48,0.491,0.513,0.543

0.483,0.121,0.449,0.481,0.495,0.55
0.463,0.116,0.452,0.467,0.489,0.568
0.446,0.076,0.46,0.459,0.484,0.587
0.4,0.057,0.471,0.452,0.482,0.609
0.341,0.062,0.495,0.448,0.483,0.635
0.294,0.099,0.522,0.448,0.487,0.663
0.255,0.155,0.54,0.45,0.495,0.688
0.215,0.242,0.542,0.447,0.508,0.704
0.198,0.363,0.526,0.441,0.524,0.712
0.199,0.523,0.478,0.438,0.54,0.713
0.234,0.784,0.441,0.451,0.553,0.708
0.39,0.882,0.451,0.502,0.557,0.7
0.516,0.899,0.461,0.57,0.548,0.687
0.511,0.762,0.513,0.618,0.529,0.664
0.485,0.671,0.545,0.609,0.513,0.633

0.455,0.038,0.522,0.509,0.504,0.536
0.427,0,0.495,0.506,0.503,0.566
0.409,0.041,0.474,0.493,0.5,0.597
0.395,0.09,0.476,0.483,0.495,0.625
0.353,0.121,0.478,0.48,0.49,0.648
0.304,0.157,0.486,0.478,0.488,0.667
0.275,0.2,0.507,0.475,0.488,0.683
0.242,0.26,0.531,0.473,0.491,0.698
0.23,0.314,0.55,0.471,0.498,0.709
0.228,0.375,0.546,0.469,0.508,0.714
0.233,0.462,0.533,0.466,0.518,0.712
0.254,0.586,0.504,0.465,0.527,0.703
0.287,0.772,0.485,0.477,0.532,0.688
0.381,0.894,0.498,0.512,0.532,0.67
0.467,0.858,0.537,0.557,0.528,0.648

0.464,0.01,0.511,0.479,0.504,0.543
0.433,0.007,0.49,0.463,0.499,0.569
0.404,0.052,0.488,0.449,0.495,0.597
0.364,0.09,0.497,0.445,0.492,0.626
0.316,0.138,0.524,0.452,0.491,0.653
0.284,0.171,0.57,0.468,0.493,0.678
0.24,0.151,0.598,0.484,0.498,0.699
0.178,0.168,0.604,0.484,0.508,0.717
0.126,0.264,0.586,0.465,0.524,0.728
0.121,0.434,0.539,0.446,0.541,0.731
0.147,0.708,0.474,0.444,0.557,0.726
0.319,0.926,0.428,0.479,0.566,0.716
0.443,1,0.447,0.551,0.563,0.7
0.456,0.845,0.511,0.626,0.546,0.673
0.483,0.668,0.563,0.644,0.53,0.641

0.457,0.058,0.515,0.506,0.499,0.597
0.427,0.028,0.525,0.506,0.497,0.626
0.373,0.043,0.531,0.499,0.496,0.655
0.304,0.068,0.53,0.486,0.497,0.68
0.253,0.145,0.523,0.466,0.502,0.697
0.229,0.262,0.504,0.446,0.51,0.707
0.239,0.425,0.483,0.436,0.52,0.71
0.249,0.687,0.46,0.443,0.53,0.705
0.392,0.868,0.469,0.48,0.534,0.693
0.494,0.912,0.488,0.534,0.531,0.675
0.492,0.839,0.501,0.571,0.526,0.649
0.481,0.723,0.52,0.581,0.523,0.615
0.517,0.675,0.506,0.549,0.524,0.578
0.531,0.652,0.483,0.508,0.524,0.543
0.548,0.624,0.455,0.479,0.522,0.517

0.472,0.072,0.517,0.493,0.495,0.598
0.42,0.05,0.559,0.48,0.495,0.622
0.371,0.082,0.56,0.463,0.497,0.644
0.306,0.079,0.524,0.448,0.501,0.663
0.24,0.161,0.51,0.426,0.508,0.677
0.227,0.291,0.505,0.41,0.519,0.685
0.239,0.419,0.491,0.409,0.532,0.687
0.294,0.629,0.467,0.419,0.545,0.686
0.341,0.85,0.426,0.452,0.556,0.68
0.458,0.954,0.411,0.517,0.556,0.67
