aX,aY,aZ,gX,gY,gZ
0.576,0.378,0.053,0.517,0.603,0.518
0.58,0.425,0.064,0.488,0.564,0.512
0.576,0.437,0.113,0.474,0.53,0.506

0.39,0.295,0.75,0.512,0.518,0.5
0.33,0.301,0.785,0.48,0.569,0.498
0.279,0.307,0.788,0.463,0.604,0.492
0.236,0.377,0.766,0.445,0.642,0.481
0.195,0.47,0.709,0.437,0.678,0.468
0.152,0.494,0.631,0.452,0.706,0.458
0.11,0.427,0.545,0.482,0.723,0.453
0.124,0.375,0.471,0.507,0.733,0.452
0.187,0.351,0.393,0.525,0.736,0.456
0.249,0.323,0.316,0.545,0.731,0.467
0.344,0.329,0.259,0.559,0.718,0.485
0.433,0.339,0.194,0.563,0.698,0.501
0.503,0.346,0.134,0.557,0.671,0.511
0.557,0.397,0.09,0.536,0.637,0.513
0.58,0.436,0.08,0.514,0.601,0.51

0.407,0.282,0.776,0.492,0.512,0.491
0.371,0.284,0.804,0.473,0.537,0.492
0.339,0.312,0.817,0.453,0.568,0.489
0.295,0.36,0.807,0.439,0.604,0.481
0.245,0.418,0.759,0.434,0.641,0.47
0.208,0.441,0.688,0.442,0.674,0.459
0.183,0.433,0.603,0.464,0.699,0.453
0.172,0.411,0.514,0.495,0.713,0.455
0.194,0.383,0.439,0.527,0.719,0.462
0.246,0.35,0.368,0.553,0.722,0.474
0.31,0.371,0.301,0.566,0.718,0.49
0.378,0.365,0.226,0.57,0.706,0.503
0.456,0.375,0.149,0.562,0.684,0.51
0.522,0.413,0.092,0.541,0.652,0.509
0.569,0.436,0.062,0.522,0.615,0.503

0.319,0.366,0.777,0.453,0.598,0.478
0.293,0.389,0.748,0.447,0.631,0.472
0.251,0.409,0.691,0.447,0.658,0.466
0.202,0.402,0.627,0.457,0.678,0.46
0.175,0.393,0.563,0.47,0.693,0.454
0.186,0.398,0.5,0.483,0.704,0.449
0.211,0.385,0.443,0.507,0.71,0.449
0.254,0.34,0.369,0.539,0.711,0.46
0.335,0.342,0.286,0.564,0.709,0.48
0.43,0.363,0.222,0.575,0.697,0.501
0.505,0.369,0.168,0.577,0.675,0.514
0.555,0.389,0.117,0.565,0.642,0.517
0.584,0.401,0.099,0.538,0.606,0.512
0.586,0.434,0.104,0.508,0.571,0.506
0.576,0.435,0.129,0.488,0.54,0.499

0.418,0.293,0.766,0.465,0.543,0.484
0.334,0.31,0.803,0.443,0.574,0.479
0.289,0.371,0.788,0.427,0.611,0.468
0.244,0.432,0.736,0.422,0.649,0.455
0.204,0.445,0.661,0.435,0.68,0.445
0.166,0.418,0.572,0.463,0.7,0.441
0.174,0.388,0.483,0.498,0.71,0.444
0.233,0.374,0.395,0.532,0.716,0.453
0.302,0.363,0.31,0.562,0.715,0.471
0.381,0.36,0.255,0.581,0.706,0.492
0.458,0.324,0.198,0.584,0.685,0.507
0.522,0.33,0.138,0.561,0.655,0.509
0.566,0.379,0.101,0.518,0.619,0.503
0.585,0.406,0.106,0.486,0.581,0.495
0.584,0.419,0.141,0.47,0.546,0.49

0.279,0.343,0.881,0.461,0.576,0.48
0.211,0.43,0.861,0.444,0.622,0.466
0.161,0.514,0.785,0.442,0.67,0.451
0.103,0.486,0.681,0.465,0.712,0.439
0.059,0.419,0.559,0.501,0.74,0.437
0.067,0.368,0.435,0.536,0.754,0.444
0.126,0.35,0.327,0.57,0.76,0.462
0.207,0.333,0.256,0.597,0.758,0.487
0.294,0.362,0.197,0.605,0.744,0.51
0.379,0.357,0.12,0.595,0.72,0.523
0.467,0.389,0.048,0.563,0.685,0.521
0.532,0.432,0,0.52,0.643,0.51
0.568,0.468,0,0.488,0.6,0.499
0.578,0.479,0.03,0.476,0.56,0.493
0.57,0.444,0.097,0.482,0.526,0.492

0.398,0.327,0.799,0.498,0.535,0.493
0.328,0.32,0.815,0.482,0.565,0.49
0.28,0.368,0.806,0.462,0.6,0.484
0.246,0.423,0.767,0.451,0.636,0.473
0.218,0.464,0.713,0.453,0.669,0.462
0.166,0.446,0.655,0.469,0.694,0.454
0.13,0.389,0.584,0.49,0.712,0.449
0.135,0.385,0.52,0.504,0.724,0.449
0.142,0.384,0.464,0.52,0.73,0.454
0.188,0.331,0.406,0.538,0.73,0.461
0.282,0.353,0.343,0.544,0.726,0.47
0.353,0.375,0.239,0.548,0.716,0.482
0.431,0.388,0.148,0.555,0.696,0.493
0.505,0.4,0.081,0.554,0.668,0.5
0.547,0.416,0.05,0.544,0.633,0.502

0.404,0.337,0.812,0.487,0.504,0.484
0.353,0.32,0.859,0.476,0.529,0.481
0.314,0.361,0.882,0.458,0.564,0.476
0.272,0.428,0.87,0.444,0.607,0.468
0.23,0.481,0.798,0.445,0.648,0.459
0.172,0.446,0.696,0.464,0.68,0.451
0.126,0.389,0.597,0.485,0.703,0.445
0.116,0.354,0.509,0.499,0.718,0.443
0.142,0.344,0.419,0.516,0.726,0.446
0.204,0.334,0.327,0.544,0.729,0.461
0.279,0.317,0.241,0.572,0.725,0.486
0.379,0.33,0.175,0.58,0.712,0.51
0.474,0.377,0.133,0.565,0.687,0.52
0.516,0.373,0.093,0.542,0.651,0.515
0.555,0.385,0.066,0.509,0.61,0.503

0.364,0.366,0.718,0.461,0.582,0.483
0.327,0.372,0.687,0.453,0.606,0.475
0.292,0.371,0.647,0.448,0.63,0.467
0.271,0.379,0.609,0.446,0.652,0.459
0.26,0.37,0.562,0.448,0.668,0.452
0.265,0.36,0.504,0.458,0.678,0.448
0.277,0.373,0.438,0.478,0.682,0.451
0.331,0.38,0.359,0.509,0.682,0.462
0.413,0.395,0.284,0.543,0.678,0.48
0.484,0.404,0.222,0.571,0.667,0.499
0.539,0.386,0.203,0.583,0.647,0.51
0.569,0.374,0.19,0.571,0.619,0.509
0.581,0.36,0.194,0.538,0.588,0.5
0.59,0.375,0.207,0.497,0.558,0.489
0.586,0.395,0.237,0.468,0.531,0.482

0.408,0.357,0.766,0.496,0.521,0.491
0.369,0.343,0.781,0.488,0.542,0.489
0.335,0.341,0.78,0.478,0.57,0.484
0.297,0.339,0.761,0.468,0.606,0.475
0.263,0.365,0.717,0.459,0.643,0.464
0.24,0.399,0.662,0.454,0.675,0.454
0.211,0.411,0.604,0.459,0.698,0.446
0.188,0.383,0.523,0.474,0.71,0.445
0.179,0.358,0.449,0.499,0.715,0.45
0.22,0.344,0.375,0.527,0.717,0.462
0.298,0.365,0.296,0.556,0.717,0.481
0.375,0.403,0.23,0.58,0.712,0.505
0.453,0.409,0.166,0.595,0.695,0.524
0.525,0.417,0.137,0.592,0.667,0.529
0.554,0.402,0.11,0.567,0.63,0.521

0.317,0.351,0.751,0.463,0.605,0.491
0.284,0.381,0.729,0.454,0.633,0.482
