aX,aY,aZ,gX,gY,gZ
0.602,0.447,0.215,0.48,0.533,0.501
0.586,0.452,0.233,0.477,0.508,0.496
0.565,0.434,0.266,0.481,0.488,0.493

0.347,0.407,0.658,0.474,0.616,0.484
0.325,0.408,0.614,0.486,0.638,0.481
0.32,0.398,0.564,0.499,0.655,0.481
0.333,0.395,0.506,0.515,0.666,0.482
0.359,0.395,0.442,0.534,0.672,0.488
0.393,0.383,0.382,0.553,0.672,0.497
0.446,0.365,0.348,0.565,0.666,0.508
0.505,0.359,0.313,0.564,0.652,0.517
0.554,0.348,0.273,0.551,0.63,0.518
0.594,0.367,0.229,0.528,0.602,0.512
0.611,0.405,0.199,0.5,0.571,0.505
0.612,0.44,0.195,0.482,0.541,0.498
0.595,0.444,0.216,0.478,0.515,0.494
0.566,0.429,0.252,0.483,0.493,0.494
0.539,0.406,0.294,0.487,0.476,0.495

0.409,0.35,0.722,0.454,0.563,0.484
0.356,0.395,0.696,0.455,0.595,0.481
0.334,0.399,0.656,0.469,0.621,0.479
0.334,0.392,0.609,0.488,0.642,0.48
0.334,0.389,0.553,0.51,0.658,0.485
0.351,0.377,0.495,0.533,0.667,0.495
0.387,0.367,0.443,0.549,0.67,0.507
0.433,0.365,0.407,0.555,0.667,0.516
0.478,0.366,0.354,0.551,0.655,0.52
0.53,0.362,0.298,0.536,0.634,0.517
0.584,0.395,0.241,0.512,0.608,0.509
0.611,0.45,0.202,0.488,0.579,0.501
0.62,0.478,0.193,0.481,0.55,0.495
0.604,0.458,0.215,0.488,0.524,0.492
0.572,0.43,0.252,0.496,0.502,0.492

0.388,0.404,0.722,0.443,0.566,0.478
0.353,0.439,0.683,0.451,0.597,0.473
0.332,0.441,0.632,0.47,0.625,0.468
0.338,0.422,0.575,0.497,0.647,0.467
0.348,0.405,0.514,0.525,0.661,0.472
0.374,0.364,0.453,0.553,0.667,0.482
0.431,0.332,0.404,0.572,0.667,0.497
0.465,0.311,0.376,0.576,0.659,0.512
0.495,0.309,0.355,0.565,0.644,0.521
0.541,0.325,0.322,0.542,0.623,0.523
0.572,0.357,0.285,0.513,0.598,0.516
0.579,0.406,0.261,0.485,0.573,0.507
0.588,0.449,0.256,0.468,0.549,0.499
0.588,0.465,0.261,0.469,0.528,0.495
0.571,0.459,0.28,0.479,0.511,0.493

0.429,0.343,0.687,0.469,0.541,0.488
0.415,0.359,0.685,0.462,0.564,0.486
0.394,0.38,0.667,0.46,0.587,0.482
0.369,0.398,0.633,0.464,0.609,0.478
0.343,0.407,0.59,0.473,0.628,0.475
0.33,0.405,0.545,0.488,0.643,0.474
0.332,0.406,0.495,0.508,0.654,0.476
0.353,0.394,0.447,0.529,0.663,0.483
0.401,0.368,0.402,0.548,0.667,0.494
0.458,0.356,0.369,0.559,0.664,0.507
0.515,0.325,0.324,0.56,0.652,0.518
0.578,0.316,0.277,0.546,0.627,0.52
0.628,0.339,0.223,0.518,0.596,0.514
0.657,0.411,0.185,0.485,0.562,0.506
0.654,0.471,0.179,0.467,0.53,0.5

0.401,0.376,0.755,0.46,0.538,0.481
0.379,0.393,0.731,0.461,0.574,0.477
0.355,0.403,0.691,0.468,0.607,0.473
0.333,0.398,0.635,0.481,0.634,0.471
0.324,0.387,0.566,0.497,0.653,0.473
0.341,0.387,0.496,0.516,0.666,0.477
0.361,0.386,0.427,0.539,0.672,0.487
0.41,0.368,0.368,0.559,0.672,0.5
0.467,0.351,0.328,0.568,0.665,0.515
0.515,0.339,0.295,0.565,0.648,0.524
0.569,0.34,0.25,0.547,0.622,0.525
0.606,0.367,0.206,0.516,0.589,0.519
0.612,0.41,0.179,0.485,0.554,0.509
0.603,0.436,0.187,0.465,0.522,0.5
0.582,0.435,0.223,0.46,0.495,0.495

0.377,0.385,0.659,0.464,0.592,0.474
0.361,0.39,0.626,0.473,0.612,0.471
0.359,0.399,0.591,0.486,0.627,0.471
0.363,0.395,0.544,0.504,0.639,0.475
0.392,0.39,0.487,0.523,0.647,0.48
0.421,0.392,0.427,0.541,0.652,0.488
0.457,0.371,0.386,0.556,0.651,0.498
0.506,0.356,0.35,0.561,0.641,0.507
0.551,0.344,0.312,0.554,0.624,0.51
0.588,0.341,0.27,0.537,0.599,0.508
0.615,0.377,0.237,0.511,0.571,0.503
0.615,0.409,0.226,0.49,0.543,0.498
0.602,0.417,0.241,0.481,0.516,0.494
0.574,0.408,0.272,0.48,0.494,0.493
0.546,0.394,0.312,0.481,0.477,0.494

0.429,0.372,0.723,0.465,0.526,0.483
0.411,0.39,0.714,0.463,0.552,0.481
0.391,0.406,0.691,0.467,0.579,0.477
0.37,0.402,0.656,0.477,0.602,0.473
0.353,0.395,0.614,0.489,0.621,0.471
0.351,0.392,0.568,0.503,0.636,0.471
0.368,0.384,0.513,0.518,0.647,0.474
0.398,0.378,0.454,0.536,0.653,0.481
0.435,0.367,0.396,0.553,0.654,0.493
0.481,0.355,0.365,0.564,0.649,0.505
0.515,0.327,0.343,0.565,0.635,0.515
0.546,0.313,0.323,0.551,0.614,0.518
0.581,0.334,0.295,0.524,0.589,0.515
0.595,0.374,0.264,0.494,0.563,0.508
0.593,0.413,0.254,0.473,0.536,0.502

0.428,0.396,0.719,0.464,0.557,0.484
0.387,0.423,0.68,0.465,0.584,0.477
0.362,0.428,0.64,0.471,0.609,0.47
0.347,0.419,0.585,0.481,0.63,0.464
0.366,0.408,0.522,0.496,0.645,0.461
0.387,0.421,0.458,0.516,0.654,0.464
0.422,0.398,0.386,0.546,0.654,0.474
0.497,0.351,0.329,0.578,0.646,0.491
0.549,0.319,0.309,0.592,0.63,0.508
0.578,0.291,0.306,0.587,0.607,0.519
0.588,0.291,0.305,0.563,0.58,0.521
0.592,0.326,0.299,0.525,0.553,0.517
0.587,0.373,0.292,0.489,0.529,0.51
0.577,0.416,0.295,0.465,0.509,0.503
0.565,0.435,0.312,0.457,0.493,0.498

0.434,0.371,0.719,0.467,0.523,0.488
0.417,0.372,0.722,0.46,0.545,0.484
0.398,0.396,0.707,0.456,0.571,0.479
0.372,0.423,0.674,0.459,0.597,0.473
0.353,0.433,0.631,0.47,0.62,0.468
0.325,0.43,0.584,0.486,0.639,0.465
0.335,0.413,0.532,0.505,0.653,0.464
0.372,0.402,0.473,0.525,0.662,0.467
0.414,0.395,0.409,0.548,0.665,0.475
0.462,0.356,0.356,0.569,0.661,0.488
0.52,0.307,0.327,0.578,0.648,0.501
0.556,0.284,0.308,0.566,0.625,0.51
0.591,0.302,0.287,0.537,0.598,0.512
0.611,0.342,0.264,0.503,0.57,0.508
0.605,0.386,0.253,0.476,0.544,0.503

0.399,0.394,0.723,0.459,0.558,0.492
0.378,0.415,0.7,0.462,0.588,0.487
0.355,0.439,0.661,0.471,0.617,0.481
0.337,0.442,0.612,0.485,0.64,0.478
0.324,0.432,0.556,0.503,0.656,0.477
0.333,0.413,0.494,0.521,0.667,0.479
0.363,0.411,0.432,0.538,0.673,0.483
0.395,0.402,0.376,0.552,0.674,0.49
0.447,0.363,0.333,0.561,0.666,0.498
0.503,0.33,0.289,0.558,0.65,0.503
0.562,0.329,0.244,0.54,0.626,0.505
0.608,0.341,0.199,0.515,0.595,0.503
0.626,0.365,0.175,0.492,0.562,0.5
0.621,0.385,0.181,0.476,0.53,0.499
0.6,0.39,0.21,0.469,0.502,0.499

0.436,0.326,0.75,0.477,0.501,0.497
0.409,0.338,0.787,0.459,0.521,0.496
0.373,0.371,0.795,0.441,0.549,0.491
0.323,0.443,0.769,0.432,0.584,0.483
0.28,0.508,0.72,0.44,0.621,0.471
0.255,0.515,0.649,0.468,0.654,0.46
0.261,0.493,0.565,0.503,0.68,0.455
0.296,0.468,0.478,0.542,0.697,0.457
0.338,0.426,0.397,0.577,0.702,0.469
0.395,0.345,0.351,0.598,0.696,0.485
0.46,0.278,0.322,0.592,0.677,0.496
0.521,0.277,0.271,0.556,0.649,0.498
0.576,0.333,0.214,0.508,0.616,0.494
0.598,0.388,0.18,0.475,0.582,0.489
0.605,0.421,0.178,0.466,0.55,0.488
